"gene_name","trt1","trt2","untrt1","untrt2"
"CTD-3145H4.1",6,2,1,2
"CTD-3148I10.15",2,0,1,4
"CTD-3148I10.9",0,0,0,0
"CTD-3149D2.3",0,0,0,0
"CTD-3149D2.4",0,0,0,0
"CTD-3154N5.1",1,0,1,1
"CTD-3157E16.1",144,96,175,140
"CTD-3162L10.1",0,2,0,3
"CTD-3162L10.3",0,0,1,2
"CTD-3162L10.4",0,0,0,0
"CTD-3162L10.5",2,1,1,0
"CTD-3179P9.1",1,0,0,0
"CTD-3179P9.2",0,0,0,0
"CTD-3184A7.4",37,38,40,62
"CTD-3185P2.1",4,7,8,7
"CTD-3185P2.2",9,3,2,0
"CTD-3187F8.11",0,0,0,0
"CTD-3187F8.12",0,0,0,0
"CTD-3187F8.14",0,0,0,0
"CTD-3187F8.15",0,0,0,0
"CTD-3187F8.2",0,0,0,0
"CTD-3187F8.6",0,0,0,0
"CTD-3187F8.7",1,1,0,0
"CTD-3193K9.1",4,0,0,0
"CTD-3193K9.3",0,0,2,7
"CTD-3193K9.4",4,3,9,17
"CTD-3193O13.1",0,0,2,1
"CTD-3193O13.10",18,10,28,23
"CTD-3193O13.11",0,0,0,0
"CTD-3193O13.13",0,0,0,0
"CTD-3193O13.14",0,0,0,0
"CTD-3193O13.8",0,0,1,0
"CTD-3193O13.9",0,0,0,3
"CTD-3194G12.1",0,0,0,0
"CTD-3194G12.2",0,0,0,0
"CTD-3195I5.1",252,256,242,280
"CTD-3195I5.3",14,8,9,10
"CTD-3195I5.4",0,0,0,0
"CTD-3195I5.5",7,4,6,19
"CTD-3199J23.4",0,0,0,0
"CTD-3199J23.6",11,8,7,10
"CTD-3203P2.1",6,1,11,9
"CTD-3203P2.2",4,1,5,8
"CTD-3214H19.12",0,0,0,0
"CTD-3214H19.16",0,0,0,0
"CTD-3214H19.4",0,0,1,0
"CTD-3214H19.6",0,0,0,0
"CTD-3214K23.1",1,4,1,2
"CTD-3216D2.4",0,0,0,0
"CTD-3216D2.5",1,1,2,1
"CTD-3220F14.1",0,2,0,2
"CTD-3220F14.2",7,0,7,7
"CTD-3222D19.10",0,0,0,0
"CTD-3222D19.11",0,0,0,0
"CTD-3222D19.2",0,0,0,0
"CTD-3222D19.5",0,2,3,2
"CTD-3222D19.7",47,26,66,44
"CTD-3224I3.3",0,0,0,0
"CTD-3224K15.2",0,0,0,0
"CTD-3224K15.3",1,0,0,1
"CTD-3229J4.1",0,0,0,0
"CTD-3232M19.2",0,0,0,0
"CTD-3233P19.7",0,0,0,0
"CTD-3233P19.8",0,0,0,0
"CTD-3234P18.2",3,1,7,2
"CTD-3236F5.1",1,0,0,3
"CTD-3239E11.2",2,1,0,0
"CTD-3244O18.5",0,0,0,0
"CTD-3244O18.7",0,0,0,0
"CTD-3247F14.2",0,1,0,0
"CTD-3252C9.2",0,0,0,0
"CTD-3253I12.1",0,0,0,0
"CTDNEP1",1090,825,1150,1281
"CTDP1",714,520,766,727
"CTDSP1",3058,1952,3410,3468
"CTDSP2",11722,8803,13976,14900
"CTDSPL",1320,1266,1811,1863
"CTDSPL2",535,569,700,821
"CTF1",449,373,532,707
"CTF2P",0,0,0,4
"CTGF",7533,15544,5237,13865
"CTGLF10P",1,6,6,6
"CTGLF11P",0,0,0,0
"CTGLF12P",0,0,0,0
"CTGLF8P",0,0,0,0
"CTH",91,56,59,54
"CTHRC1",1645,2481,1375,1715
"CTIF",3156,2426,3080,4407
"CTLA4",0,0,0,0
"CTNNA1",7512,6574,8300,10942
"CTNNA2",0,0,0,0
"CTNNA3",0,0,0,1
"CTNNAL1",1182,1861,1008,3064
"CTNNAP1",1233,1268,1489,2074
"CTNNB1",7293,5232,8031,8117
"CTNNBIP1",265,264,375,335
"CTNNBL1",498,306,508,588
"CTNND1",5859,4642,5769,7397
"CTNND2",0,0,1,0
"CTNS",626,473,713,906
"CTPS1",1427,644,406,444
"CTPS2",288,286,425,385
"CTR9",2241,2358,2927,4443
"CTRB1",0,0,1,0
"CTRB2",1,2,0,0
"CTRC",0,0,2,0
"CTRL",0,0,0,0
"CTSA",6401,5966,9125,12737
"CTSB",39947,30349,36676,44816
"CTSC",5390,6645,2839,5722
"CTSD",6575,5372,7814,9477
"CTSE",0,0,0,0
"CTSF",2014,2127,2270,3240
"CTSG",0,0,0,0
"CTSH",871,1076,936,1398
"CTSK",25128,40968,33341,66504
"CTSL",6148,5672,6006,7808
"CTSL3P",0,0,1,0
"CTSLP1",0,0,0,0
"CTSLP2",0,0,0,0
"CTSLP3",0,0,0,0
"CTSLP4",0,0,0,0
"CTSLP5",0,0,0,0
"CTSLP6",0,0,0,0
"CTSLP7",0,0,0,0
"CTSLP8",0,1,0,0
"CTSO",3091,2957,2935,4033
"CTSS",42,59,117,130
"CTSV",2,0,0,4
"CTSW",1,1,2,7
"CTSZ",2677,2324,2578,3778
"CTTN",12023,9138,13734,14812
"CTTNBP2",304,238,795,850
"CTTNBP2NL",2166,1741,2456,2949
"CTU1",75,24,49,54
"CTU2",165,74,200,239
"CTXN1",57,49,119,157
"CTXN2",0,0,0,0
"CTXN3",0,0,0,0
"CU013544.1",0,0,0,0
"CU013544.2",0,0,0,0
"CU013544.3",0,0,0,0
"CU024913.1",0,0,0,0
"CU041368.1",0,0,0,0
"CU104682.1",0,0,0,0
"CU151838.1",0,0,0,0
"CU151838.2",0,0,0,0
"CU151839.1",0,0,0,0
"CU179654.1",0,0,0,0
"CU234142.1",0,0,0,0
"CU234142.2",0,0,0,0
"CU442762.1",0,0,0,0
"CU442762.2",0,0,0,0
"CU442762.3",0,0,0,0
"CU442762.4",0,0,0,0
"CU457734.1",0,0,0,0
"CU457734.2",0,0,0,0
"CU457734.3",0,0,0,0
"CU459007.1",0,0,0,0
"CU459201.1",0,0,0,0
"CU459202.1",0,0,0,0
"CU459202.2",0,0,0,0
"CU459202.3",0,0,0,0
"CU459211.1",0,0,0,0
"CU463998.1",0,0,0,0
"CU463998.2",0,0,0,0
"CU463998.3",0,0,0,0
"CU463998.4",0,0,0,0
"CU467002.1",0,0,0,0
"CU467002.2",0,0,0,0
"CU467612.1",0,0,0,0
"CU467816.1",0,0,0,0
"CUBN",17,12,51,65
"CUBNP1",0,0,0,0
"CUBNP2",0,0,0,0
"CUBNP3",0,0,1,0
"CUEDC1",1960,1273,1503,1448
"CUEDC2",971,553,1071,1112
"CUL1",1258,746,1039,1212
"CUL2",808,664,885,1029
"CUL3",1957,1625,2223,2803
"CUL4A",2673,2050,2527,3022
"CUL4AP1",2,1,1,1
"CUL4B",3330,2385,3399,4183
"CUL5",1006,893,1118,1411
"CUL7",1072,853,1915,2472
"CUL9",853,470,1088,1136
"CUTA",1306,709,1441,1683
"CUTC",252,111,200,224
"CUX1",4073,2388,3670,4106
"CUX2",0,0,0,0
"CUX2P1",0,0,0,0
"CUZD1",17,13,36,44
"CWC15",606,521,739,962
"CWC22",427,361,595,762
"CWC25",503,450,602,643
"CWC27",435,349,497,602
"CWF19L1",245,285,266,376
"CWF19L2",265,232,307,381
"CWH43",0,0,0,0
"CX3CL1",7,3,7,2
"CX3CR1",5,0,0,2
"CXADR",2,4,19,4
"CXADRP1",0,0,0,0
"CXADRP2",0,0,0,0
"CXADRP3",0,0,0,1
"CXCL1",22,10,10,9
"CXCL10",0,0,7,1
"CXCL11",0,0,1,0
"CXCL12",18100,8734,92060,45986
"CXCL13",0,0,0,0
"CXCL14",2,1,4,5
"CXCL16",124,139,301,360
"CXCL17",0,0,0,0
"CXCL1P",0,0,0,0
"CXCL2",1,1,1,2
"CXCL3",3,6,1,4
"CXCL5",8,16,2,4
"CXCL6",12,7,14,6
"CXCL9",4,0,0,0
"CXCR1",0,0,0,0
"CXCR2",1,0,2,0
"CXCR2P1",0,0,0,0
"CXCR3",0,0,0,0
"CXCR4",0,0,0,0
"CXCR5",0,0,0,1
"CXCR6",3,2,13,6
"CXorf21",0,0,0,0
"CXorf22",0,0,0,0
"CXorf23",432,393,522,639
"CXorf24",25,23,41,46
"CXorf27",0,0,0,0
"CXorf28",1,1,1,1
"CXorf30",0,0,0,0
"CXorf31",1,0,0,4
"CXorf36",0,0,0,0
"CXorf38",167,127,174,241
"CXorf40A",130,67,95,129
"CXorf40B",201,155,225,318
"CXorf49",0,0,0,0
"CXorf49B",0,0,0,0
"CXorf51A",0,0,0,0
"CXorf51B",0,0,0,0
"CXorf56",260,230,323,359
"CXorf57",31,23,53,40
"CXorf58",1,0,1,0
"CXorf64",0,0,0,0
"CXorf65",0,0,0,0
"CXorf66",0,0,0,0
"CXorf67",0,0,0,0
"CXXC1",910,480,1032,1075
"CXXC11",0,0,0,0
"CXXC1P1",0,0,0,0
"CXXC4",0,0,0,0
"CXXC5",828,637,1494,1710
"CYB561",873,620,987,1084
"CYB561A3",1749,974,1917,2030
"CYB561D1",804,708,821,998
"CYB561D2",169,117,221,253
"CYB5A",1314,891,909,1163
"CYB5AP5",0,0,0,0
"CYB5B",1235,1062,1663,2047
"CYB5D1",547,514,732,872
"CYB5D2",698,723,812,1321
"CYB5P4",25,10,15,11
"CYB5R1",697,821,888,1280
"CYB5R2",291,203,211,272
"CYB5R3",18260,13742,16926,23142
"CYB5R4",315,193,428,398
"CYB5RL",209,157,307,346
"CYBA",660,370,638,702
"CYBB",0,0,0,1
"CYBRD1",41549,44903,42879,63326
"CYC1",1181,642,1165,1074
"CYCS",989,589,862,851
"CYCSP1",0,0,0,0
"CYCSP10",0,2,1,0
"CYCSP11",0,0,0,0
"CYCSP12",0,0,0,0
"CYCSP17",0,0,0,0
"CYCSP19",0,0,0,0
"CYCSP2",0,0,0,0
"CYCSP20",0,0,0,0
"CYCSP22",0,0,0,0
"CYCSP24",0,1,1,4
"CYCSP25",0,0,0,0
"CYCSP26",0,0,0,0
"CYCSP27",0,0,0,0
"CYCSP28",0,0,0,0
"CYCSP29",0,0,0,0
"CYCSP30",0,0,0,0
"CYCSP32",0,0,0,1
"CYCSP33",0,0,0,0
"CYCSP34",0,1,6,2
"CYCSP35",0,0,0,0
"CYCSP38",0,0,0,3
"CYCSP39",0,0,0,0
"CYCSP4",0,0,0,0
"CYCSP40",0,0,0,0
"CYCSP41",0,0,0,0
"CYCSP42",0,0,0,0
"CYCSP43",0,0,0,0
"CYCSP44",0,0,0,0
"CYCSP45",16,10,16,8
"CYCSP46",0,0,0,0
"CYCSP48",0,0,0,0
"CYCSP49",0,0,0,0
"CYCSP5",0,0,0,0
"CYCSP51",0,0,0,1
"CYCSP52",2,4,0,2
"CYCSP53",0,0,0,0
"CYCSP55",8,11,10,39
"CYCSP6",0,0,0,0
"CYCSP8",0,0,0,0
"CYCTP",0,0,0,0
"CYFIP1",2873,2581,3146,3803
"CYFIP2",236,95,666,463
"CYGB",1725,941,2473,2171
"CYHR1",1748,1129,1976,1572
"CYLC1",0,0,0,0
"CYLC2",0,0,0,0
"CYLD",1407,1216,1964,2285
"CYMP",0,0,0,0
"CYorf17",0,0,0,0
"CYP11A1",14,47,20,44
"CYP11B1",0,0,0,0
"CYP11B2",0,0,0,0
"CYP17A1",3,1,4,4
"CYP17A1-AS1",1,0,0,0
"CYP19A1",137,68,49,48
"CYP1A1",21,1,0,0
"CYP1A2",0,0,0,0
"CYP1B1",3885,2038,2486,3705
"CYP1B1-AS1",20,11,15,15
"CYP1D1P",0,1,0,0
"CYP20A1",234,243,313,446
"CYP21A1P",3,1,3,4
"CYP21A2",1,0,0,2
"CYP24A1",2,0,103,9
"CYP26A1",1,0,0,0
"CYP26B1",103,109,221,470
"CYP26C1",2,0,1,1
"CYP27A1",1057,992,1456,1755
"CYP27B1",11,1,3,3
"CYP27C1",3,5,3,6
"CYP2A13",0,0,0,0
"CYP2A6",4,2,8,23
"CYP2A7",3,3,0,2
"CYP2A7P1",0,0,0,0
"CYP2AB1P",0,0,0,0
"CYP2AC1P",0,0,0,0
"CYP2B6",0,0,0,0
"CYP2B7P",10,17,11,31
"CYP2C18",1,0,0,0
"CYP2C19",0,0,0,0
"CYP2C56P",0,0,0,0
"CYP2C58P",0,0,0,0
"CYP2C59P",0,0,0,0
"CYP2C60P",0,0,0,0
"CYP2C61P",0,0,0,0
"CYP2C8",1,0,1,1
"CYP2C9",0,0,0,0
"CYP2D6",4,2,9,11
"CYP2D7P",6,5,6,15
"CYP2D8P",4,3,2,4
"CYP2E1",12,16,18,46
"CYP2F1",0,0,1,0
"CYP2F2P",12,10,18,47
"CYP2G1P",1,1,1,4
"CYP2G2P",0,0,0,0
"CYP2J2",40,8,53,37
"CYP2R1",218,194,286,285
"CYP2S1",54,50,97,118
"CYP2T2P",33,46,33,68
"CYP2T3P",2,0,1,1
"CYP2U1",1803,2073,2022,2832
"CYP2W1",0,1,0,2
"CYP39A1",135,148,116,207
"CYP3A4",1,1,2,1
"CYP3A43",0,0,0,0
"CYP3A5",41,42,51,53
"CYP3A52P",0,0,0,0
"CYP3A54P",0,0,0,0
"CYP3A7",582,40,805,244
"CYP46A1",15,11,34,31
"CYP46A4P",0,0,0,0
"CYP4A11",0,1,0,0
"CYP4A22",0,0,0,0
"CYP4A22-AS1",3,4,0,6
"CYP4A26P",0,0,0,0
"CYP4A27P",0,0,0,0
"CYP4A43P",0,0,0,0
"CYP4A44P",0,0,0,0
"CYP4B1",0,0,0,0
"CYP4F10P",0,0,0,0
"CYP4F11",1,1,0,0
"CYP4F12",0,0,0,0
"CYP4F2",6,0,0,0
"CYP4F22",0,0,1,1
"CYP4F23P",0,0,0,0
"CYP4F24P",0,0,0,0
"CYP4F25P",0,0,0,0
"CYP4F26P",0,0,0,1
"CYP4F27P",0,0,0,0
"CYP4F29P",0,0,0,0
"CYP4F3",11,0,0,1
"CYP4F30P",0,0,0,0
"CYP4F31P",0,0,0,0
"CYP4F32P",0,0,0,0
"CYP4F33P",0,0,0,0
"CYP4F34P",0,0,0,0
"CYP4F35P",0,0,0,2
"CYP4F36P",0,0,0,0
"CYP4F44P",0,0,0,0
"CYP4F59P",0,0,0,0
"CYP4F60P",0,0,0,0
"CYP4F61P",0,0,0,0
"CYP4F62P",0,0,0,0
"CYP4F8",0,0,0,0
"CYP4F9P",0,0,0,0
"CYP4V2",709,910,725,1466
"CYP4X1",6,24,12,93
"CYP4Z1",0,0,0,0
"CYP4Z2P",0,0,0,0
"CYP51A1",110,44,117,135
"CYP51A1P1",84,42,104,134
"CYP51A1P2",137,116,202,224
"CYP51A1P3",0,0,0,0
"CYP7A1",0,0,0,1
"CYP7B1",37,8,31,4
"CYP8B1",0,4,0,1
"CYR61",5272,10888,2962,6836
"CYS1",60,141,124,252
"CYSLTR1",1,7,0,4
"CYSLTR2",0,0,0,0
"CYSTM1",749,620,790,959
"CYTH1",475,406,558,663
"CYTH2",669,396,770,808
"CYTH3",4951,6321,2881,5131
"CYTH4",0,0,2,0
"CYTIP",0,0,0,0
"CYTL1",4,22,0,65
"CYYR1",1,0,8,4
"D2HGDH",496,268,556,616
"D86994.1",0,0,0,0
"D86994.2",0,0,0,0
"D86998.1",0,0,0,0
"D87007.1",0,0,0,0
"D87015.1",0,0,0,0
"D87024.1",0,0,0,0
"DAAM1",589,503,1083,2275
"DAAM2",4615,4151,2023,2242
"DAB1",2,26,5,85
"DAB1-AS1",0,0,0,0
"DAB2",15455,14585,17483,21549
"DAB2IP",2057,1306,2975,3244
"DACH1",3,0,12,1
"DACH2",0,0,0,1
"DACT1",1143,629,813,1097
"DACT2",0,0,0,0
"DACT3",435,330,720,655
"DACT3-AS1",2,1,4,4
"DAD1",2328,1901,2536,2904
"DAG1",4440,4889,4675,7348
"DAGLA",106,61,220,326
"DAGLB",514,420,439,569
"DAK",356,218,378,431
"DALRD3",420,208,504,511
"DANCR",582,411,209,323
"DAND5",0,0,0,0
"DAO",0,0,0,0
"DAOA",0,0,0,0
"DAOA-AS1",0,0,0,0
"DAP",5953,5099,7394,9270
"DAP3",994,753,1182,1380
"DAP3P1",0,0,0,0
"DAP3P2",221,193,236,272
"DAPK1",3139,2655,3404,4069
"DAPK1-IT1",0,0,0,0
"DAPK2",771,1313,291,818
"DAPK3",2340,1302,1835,1754
"DAPL1",0,0,0,0
"DAPP1",0,3,1,1
"DAQB-331I12.15",0,0,0,0
"DAQB-331I12.5",0,0,0,0
"DAQB-335A13.26",0,0,0,0
"DAQB-335A13.8",0,0,0,0
"DARC",1,0,0,0
"DARS",1481,1101,1864,1912
"DARS2",384,290,403,469
"DASS-161H22.6",0,0,0,0
"DASS-23B5.1",0,0,0,0
"DASS-23B5.2",0,0,0,0
"DASS-312M4.10",0,0,0,0
"DASS-36P22.4",0,0,0,0
"DASS-397D15.4",0,0,0,0
"DASS-397D15.5",0,0,0,0
"DAW1",6,2,0,2
"DAXX",1597,914,1711,1504
"DAZ1",0,0,0,0
"DAZ2",0,0,0,0
"DAZ3",0,0,0,0
"DAZ4",0,0,0,0
"DAZAP1",1176,899,1281,1384
"DAZAP2",4369,3371,4599,5451
"DAZAP2P1",726,578,754,1102
"DAZL",0,1,0,0
"DBF4",66,37,100,102
"DBF4B",125,84,174,206
"DBF4P1",51,41,59,79
"DBH",1,2,3,2
"DBH-AS1",2,8,11,19
"DBI",819,525,702,867
"DBIL5P",2,1,6,4
"DBIL5P2",1,0,1,0
"DBIP1",149,97,134,166
"DBIP2",0,0,0,0
"DBN1",3947,2491,4565,6138
"DBNDD1",130,149,155,384
"DBNDD2",47,24,33,34
"DBNL",2280,1686,2750,2904
"DBP",67,53,243,239
"DBR1",408,267,457,477
"DBT",994,835,1009,1260
"DBX1",0,0,1,0
"DBX2",0,0,0,0
"DCAF10",1701,1447,1737,1905
"DCAF11",1244,977,1286,1467
"DCAF12",860,666,1035,1069
"DCAF12L1",0,0,0,0
"DCAF12L2",0,0,1,0
"DCAF13",361,208,358,289
"DCAF13P1",50,41,49,38
"DCAF13P2",0,0,0,0
"DCAF13P3",117,82,120,141
"DCAF15",220,132,264,324
"DCAF16",1064,922,1177,1344
"DCAF17",638,469,638,828
"DCAF4",175,130,180,242
"DCAF4L1",6,1,7,8
"DCAF4L2",2,0,1,3
"DCAF5",1798,1340,2206,2828
"DCAF6",2191,2077,1987,2793
"DCAF7",2831,2151,3208,3481
"DCAF8",4142,3426,4240,5430
"DCAF8L1",42,31,33,81
"DCAF8L2",0,0,0,0
"DCAKD",853,632,1048,1060
"DCBLD1",834,469,1076,1342
"DCBLD2",3228,2573,3910,4264
"DCC",0,0,0,0
"DCD",0,0,0,0
"DCDC1",1,1,1,0
"DCDC2",1,2,1,4
"DCDC2B",15,11,7,23
"DCDC2C",0,0,0,0
"DCHS1",2007,1679,4252,5178
"DCHS2",2,0,0,0
"DCK",214,171,334,237
"DCLK1",1183,507,1472,1281
"DCLK2",249,213,162,284
"DCLK3",0,1,0,0
"DCLRE1A",175,134,225,301
"DCLRE1B",252,211,193,265
"DCLRE1C",476,322,527,488
"DCLRE1CP1",0,2,0,0
"DCN",284569,314934,325926,611692
"DCP1A",978,798,1144,1191
"DCP1B",412,299,650,758
"DCP2",757,654,781,862
"DCPS",235,136,344,353
"DCST1",7,0,2,1
"DCST2",10,7,14,14
"DCSTAMP",0,0,0,0
"DCT",4,6,6,5
"DCTD",2951,2065,3433,3495
"DCTN1",6165,6005,7012,10742
"DCTN1-AS1",3,3,1,2
"DCTN2",3129,2143,3147,3605
"DCTN3",748,472,896,907
"DCTN4",1978,1704,2377,2802
"DCTN5",1853,1445,2103,2663
"DCTN6",298,279,299,382
"DCTPP1",237,137,257,194
"DCUN1D1",672,550,751,768
"DCUN1D2",317,316,452,499
"DCUN1D2-AS",1,0,0,4
"DCUN1D3",928,889,650,838
"DCUN1D4",2098,1413,1747,1734
"DCUN1D5",379,226,344,382
"DCX",0,0,0,0
"DCXR",615,870,310,274
"DDA1",1106,759,867,876
"DDAH1",3189,7349,2272,4856
"DDAH2",2071,1212,2300,2719
"DDB1",8963,7833,10587,13162
"DDB2",1451,773,2046,1753
"DDC",0,0,0,0
"DDC8",5,1,17,21
"DDHD1",1005,591,1193,1363
"DDHD2",1130,1244,1385,2072
"DDI1",0,0,0,1
"DDI2",964,1052,583,619
"DDIT3",573,324,1196,1416
"DDIT4",2587,723,1287,1116
"DDIT4L",51,31,125,104
"DDN",1,0,2,0
"DDO",6,6,42,35
"DDOST",4931,3485,5692,6888
"DDR1",687,531,797,1031
"DDR1-AS1",0,0,0,0
"DDR2",19581,19410,24706,30813
"DDRGK1",649,473,466,808
"DDT",4,3,1,0
"DDTL",37,11,36,32
"DDTP1",1,1,1,0
"DDX1",1568,1156,1674,1814
"DDX10",243,159,228,225
"DDX10P1",4,2,3,3
"DDX10P2",167,122,133,140
"DDX11",142,42,237,148
"DDX11-AS1",1,2,7,6
"DDX11L1",0,0,0,0
"DDX11L10",0,0,0,0
"DDX11L16",0,0,0,0
"DDX11L2",41,31,47,38
"DDX11L5",0,0,0,0
"DDX11L8",0,0,0,0
"DDX11L9",0,0,0,0
"DDX12P",2,2,9,20
"DDX17",20261,13956,23886,23602
"DDX18",1019,824,1217,1200
"DDX18P1",9,6,16,14
"DDX18P5",16,30,44,38
"DDX18P6",6,2,15,8
"DDX19A",1024,730,1022,1296
"DDX19B",211,170,209,236
"DDX20",507,419,477,600
"DDX21",2020,1512,1596,1803
"DDX23",1718,1058,1715,1837
"DDX24",4692,3559,5385,7764
"DDX25",0,0,0,0
"DDX26B",225,185,316,352
"DDX26B-AS1",0,0,1,1
"DDX27",807,530,743,974
"DDX28",165,121,207,187
"DDX31",253,152,211,248
"DDX39A",628,258,607,397
"DDX39AP1",0,0,0,0
"DDX39B",2606,1625,2717,2821
"DDX39B-AS1",0,0,2,3
"DDX39BP1",0,1,0,0
"DDX39BP2",2,0,1,4
"DDX3X",8329,6945,8152,8419
"DDX3Y",1846,1364,2270,1964
"DDX3YP1",116,94,133,181
"DDX3YP2",0,0,0,0
"DDX3YP3",306,165,251,246
"DDX4",0,0,0,0
"DDX41",946,646,1231,1367
"DDX42",3558,3000,4430,5079
"DDX43",25,5,49,10
"DDX46",1485,1087,1715,1686
"DDX47",36,28,60,66
"DDX49",462,266,483,503
"DDX5",20494,15099,20575,24676
"DDX50",598,474,754,760
"DDX50P1",234,133,237,308
"DDX50P2",150,111,161,216
"DDX51",473,216,428,326
"DDX52",673,512,771,843
"DDX53",0,0,0,0
"DDX54",755,358,800,840
"DDX55",331,172,350,351
"DDX56",838,534,803,886
"DDX58",338,385,584,671
"DDX59",312,276,324,379
"DDX6",2501,2546,3469,3460
"DDX60",473,388,641,693
"DDX60L",710,637,577,834
"DDX6P1",4,2,3,9
"DDX6P2",302,302,451,475
"DEAF1",869,694,1117,1335
"DEC1",1,1,7,1
"DECR1",826,629,864,1112
"DECR2",122,102,186,258
"DEDD",730,533,693,801
"DEDD2",374,270,442,520
"DEF6",0,2,3,5
"DEF8",1145,875,1126,1272
"DEFA1",0,0,0,0
"DEFA10P",0,0,0,0
"DEFA11P",0,0,0,0
"DEFA1B",0,0,0,0
"DEFA3",0,0,0,0
"DEFA4",0,0,0,0
"DEFA5",0,0,0,0
"DEFA6",0,0,0,0
"DEFA7P",0,0,0,0
"DEFA8P",0,0,0,0
"DEFA9P",0,0,0,0
"DEFB1",1,0,0,0
"DEFB103A",0,0,0,0
"DEFB103B",0,0,0,0
"DEFB104A",0,0,0,0
"DEFB104B",0,0,0,0
"DEFB105A",0,0,0,0
"DEFB105B",0,0,0,0
"DEFB106A",0,0,0,0
"DEFB106B",0,0,0,0
"DEFB107A",0,0,0,0
"DEFB107B",0,0,0,0
"DEFB108B",0,0,0,0
"DEFB108P1",0,0,0,0
"DEFB108P2",0,0,0,0
"DEFB108P3",0,0,0,0
"DEFB108P4",0,0,0,0
"DEFB109",0,0,0,0
"DEFB109P1",1,0,0,0
"DEFB109P1B",0,0,0,1
"DEFB109P3",0,0,0,0
"DEFB110",0,0,0,0
"DEFB112",0,0,0,0
"DEFB113",0,0,0,0
"DEFB114",0,0,0,0
"DEFB115",0,0,0,0
"DEFB116",0,0,0,0
"DEFB117",0,0,0,0
"DEFB118",0,0,0,0
"DEFB119",0,0,0,0
"DEFB121",0,0,0,0
"DEFB122",0,0,0,0
"DEFB123",0,0,0,0
"DEFB124",0,0,0,0
"DEFB125",0,0,0,0
"DEFB126",0,0,0,0
"DEFB127",0,0,0,0
"DEFB128",0,0,0,0
"DEFB129",0,0,0,0
"DEFB130",0,0,0,0
"DEFB131",0,0,0,0
"DEFB132",0,0,0,0
"DEFB133",0,0,0,0
"DEFB134",0,0,0,0
"DEFB135",0,0,0,0
"DEFB136",0,0,0,0
"DEFB4A",0,0,0,0
"DEFB4B",0,0,0,0
"DEFT1P",0,0,0,0
"DEFT1P2",0,0,0,0
"DEGS1",4496,3324,3857,4410
"DEGS2",0,1,6,1
"DEK",3494,3337,3652,4277
"DENND1A",426,325,460,573
"DENND1B",153,151,189,276
"DENND1C",1,0,0,0
"DENND2A",3727,2286,3032,3701
"DENND2C",87,91,130,136
"DENND2D",199,108,344,394
"DENND3",838,657,727,961
"DENND4A",1086,1076,1234,1519
"DENND4B",835,434,908,912
"DENND4C",1781,1838,2285,2558
"DENND5A",4385,3016,4345,5219
"DENND5B",585,377,815,874
"DENND5B-AS1",0,2,0,1
"DENND6A",415,508,394,343
"DENND6B",148,59,147,141
"DENR",1346,1104,1525,1703
"DEPDC1",16,5,33,16
"DEPDC1B",14,2,36,11
"DEPDC4",6,10,23,14
"DEPDC5",144,103,209,278
"DEPDC7",124,61,171,182
"DEPTOR",14,18,33,89
"DERA",724,505,636,667
"DERL1",2409,1636,2114,2129
"DERL2",853,670,1021,1128
"DERL3",1,0,1,1
"DES",93,173,98,166
"DESI1",1036,727,972,1104
"DESI2",2263,1849,2445,2737
"DET1",133,123,284,365
"DEXI",5,9,11,16
"DFFA",1330,894,1711,1689
"DFFB",133,75,141,154
"DFNA5",884,816,1227,1365
"DFNB31",138,42,223,217
"DFNB59",70,54,79,100
"DGAT1",240,156,232,217
"DGAT2",22,6,15,10
"DGAT2L6",0,0,0,0
"DGAT2L7P",0,0,0,0
"DGCR10",0,0,0,0
"DGCR11",84,63,110,107
"DGCR14",391,276,453,466
"DGCR2",3747,2900,4797,4904
"DGCR5",0,1,0,0
"DGCR6",58,17,9,4
"DGCR6L",381,239,427,441
"DGCR8",813,440,969,1082
"DGCR9",0,1,0,0
"DGKA",808,566,963,1210
"DGKB",0,1,0,20
"DGKD",319,183,303,322
"DGKE",187,156,206,207
"DGKG",0,0,1,0
"DGKH",804,702,472,709
"DGKI",423,1191,788,776
"DGKK",0,0,0,0
"DGKQ",880,363,726,578
"DGKZ",355,223,420,531
"DGKZP1",1136,696,1451,1962
"DGUOK",479,371,491,598
"DGUOK-AS1",14,2,14,6
"DHCR24",13754,8574,7532,10193
"DHCR7",257,187,465,593
"DHDDS",971,871,1045,1417
"DHDH",5,2,1,6
"DHFR",54,7,74,37
"DHFRL1",498,420,684,815
"DHFRP1",115,58,167,109
"DHFRP2",0,0,0,0
"DHH",0,0,0,0
"DHODH",95,68,111,159
"DHPS",568,381,613,698
"DHRS1",339,173,537,475
"DHRS11",57,23,65,41
"DHRS12",97,76,94,156
"DHRS13",43,13,43,23
"DHRS2",23,0,0,1
"DHRS3",6097,7780,2962,6324
"DHRS4",154,71,131,177
"DHRS4-AS1",690,524,861,1040
"DHRS4L2",104,74,102,119
"DHRS7",993,860,1031,1295
"DHRS7B",345,397,309,602
"DHRS7C",0,0,0,0
"DHRS9",0,0,0,0
"DHRSX",630,360,617,696
"DHRSX-IT1",7,0,1,1
"DHTKD1",980,708,632,720
"DHX15",3536,2399,3969,4114
"DHX16",1002,600,925,997
"DHX29",1288,839,1464,1559
"DHX30",1531,956,1500,1601
"DHX32",558,502,708,975
